year_month,row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies,new_policy_count_lag1,new_policy_count_lag2,new_policy_count_lag3,latest_policy_count,unique_proposals_week_4,unique_proposals_week_3,unique_proposals_week_2,unique_proposals_week_1,unique_quotations_week_4,unique_quotations_week_3,unique_quotations_week_2,unique_quotations_week_1,unique_customers_week_4,unique_customers_week_3,unique_customers_week_2,unique_customers_week_1
2024-02-01,9513.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,0.0,3.0,4.0,8.0,4.0,1.0,3.0,9.0,4.0,5.0,7.0,16.0,0.0,0.0,106009.0,48.0,48.0,12.0,31.0,0.0,22.0,0.0,3.0,1.0,4.0,4.0,-3.0,2.0,6.0,4.0,1.0,2.0,9.0
2024-03-01,10940.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,0.0,6.0,4.0,14.0,1.0,4.0,4.0,10.0,1.0,7.0,10.0,18.0,22.0,786434.0,99791.0,36.0,66.0,0.0,12.0,31.0,0.0,0.0,6.0,-2.0,10.0,1.0,3.0,0.0,6.0,1.0,6.0,3.0,8.0
2024-04-01,11577.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,2.0,1.0,9.0,15.0,4.0,0.0,2.0,8.0,5.0,4.0,8.0,17.0,0.0,0.0,331904.0,51.0,60.0,22.0,0.0,12.0,0.0,2.0,-1.0,8.0,6.0,4.0,-4.0,2.0,6.0,5.0,-1.0,4.0,9.0
2024-05-01,12413.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,1.0,1.0,4.0,7.0,0.0,2.0,0.0,6.0,2.0,6.0,0.0,8.0,0.0,0.0,30699.0,32.0,120.0,0.0,22.0,0.0,35.0,1.0,0.0,3.0,3.0,0.0,2.0,-2.0,6.0,2.0,4.0,-6.0,8.0
2024-06-01,12669.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,2.0,3.0,19.0,27.0,2.0,4.0,7.0,21.0,4.0,8.0,9.0,21.0,35.0,3069710.0,699095.0,84.0,315.0,0.0,0.0,22.0,24.0,2.0,1.0,16.0,8.0,2.0,2.0,3.0,14.0,4.0,4.0,1.0,12.0
2024-07-01,14046.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,1.0,1.0,17.0,20.0,3.0,0.0,7.0,13.0,5.0,3.0,10.0,18.0,24.0,73344.0,13952.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,16.0,3.0,3.0,-3.0,7.0,6.0,5.0,-2.0,7.0,8.0
2024-08-01,14667.0,88feb000,51.0,2023-07-01 00:00:00,11/1/2023,0.0,3.0,13.0,20.0,2.0,2.0,2.0,14.0,3.0,2.0,5.0,10.0,0.0,0.0,221441.0,0.0,63.0,24.0,35.0,0.0,0.0,0.0,3.0,10.0,7.0,2.0,0.0,0.0,12.0,3.0,-1.0,3.0,5.0
2023-01-01,429.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,5.0,1.0,11.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,6.0,18.0,871632.0,198286.0,6.0,108.0,0.0,0.0,0.0,0.0,1.0,4.0,-4.0,10.0,2.0,-2.0,2.0,4.0,2.0,0.0,0.0,4.0
2023-02-01,928.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,3.0,15.0,22.0,3.0,2.0,1.0,7.0,5.0,3.0,6.0,14.0,0.0,0.0,183366.0,56.0,161.0,18.0,0.0,0.0,18.0,1.0,2.0,12.0,7.0,3.0,-1.0,-1.0,6.0,5.0,-2.0,3.0,8.0
2023-03-01,1436.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,2.0,0.0,7.0,10.0,2.0,2.0,2.0,9.0,2.0,5.0,5.0,12.0,18.0,611820.0,61712.0,12.0,72.0,0.0,18.0,0.0,31.0,2.0,-2.0,7.0,3.0,2.0,0.0,0.0,7.0,2.0,3.0,0.0,7.0
2023-04-01,2621.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,0.0,4.0,16.0,23.0,3.0,2.0,0.0,9.0,5.0,2.0,5.0,12.0,31.0,1374354.0,253865.0,48.0,62.0,18.0,0.0,18.0,0.0,0.0,4.0,12.0,7.0,3.0,-1.0,-2.0,9.0,5.0,-3.0,3.0,7.0
2023-05-01,2992.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,2.0,0.0,19.0,22.0,1.0,6.0,1.0,19.0,2.0,8.0,6.0,16.0,0.0,0.0,271705.0,32.0,46.0,31.0,18.0,0.0,28.0,2.0,-2.0,19.0,3.0,1.0,5.0,-5.0,18.0,2.0,6.0,-2.0,10.0
2023-06-01,3944.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,0.0,18.0,24.0,0.0,6.0,2.0,15.0,0.0,8.0,6.0,14.0,28.0,2295748.0,303970.0,28.0,252.0,0.0,31.0,18.0,21.0,1.0,-1.0,18.0,6.0,0.0,6.0,-4.0,13.0,0.0,8.0,-2.0,8.0
2023-07-01,4639.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,0.0,0.0,14.0,16.0,4.0,3.0,4.0,14.0,5.0,5.0,6.0,16.0,21.0,1881243.0,402315.0,48.0,147.0,28.0,0.0,31.0,31.0,0.0,0.0,14.0,2.0,4.0,-1.0,1.0,10.0,5.0,0.0,1.0,10.0
2023-08-01,4955.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,0.0,5.0,18.0,28.0,2.0,3.0,6.0,18.0,4.0,4.0,6.0,14.0,31.0,2189592.0,640317.0,0.0,186.0,21.0,28.0,0.0,8.0,0.0,5.0,13.0,10.0,2.0,1.0,3.0,12.0,4.0,0.0,2.0,8.0
2023-09-01,5837.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,1.0,2.0,7.0,3.0,5.0,0.0,9.0,4.0,8.0,6.0,18.0,8.0,407528.0,85847.0,54.0,48.0,31.0,21.0,28.0,24.0,1.0,0.0,1.0,5.0,3.0,2.0,-5.0,9.0,4.0,4.0,-2.0,12.0
2023-10-01,6555.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,3.0,16.0,23.0,1.0,6.0,3.0,13.0,3.0,8.0,9.0,20.0,24.0,1565448.0,159559.0,40.0,48.0,8.0,31.0,21.0,18.0,1.0,2.0,13.0,7.0,1.0,5.0,-3.0,10.0,3.0,5.0,1.0,11.0
2023-11-01,7596.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,6.0,1.0,12.0,2.0,2.0,5.0,11.0,3.0,3.0,9.0,15.0,18.0,1473444.0,309555.0,45.0,126.0,24.0,8.0,31.0,13.0,1.0,5.0,-5.0,11.0,2.0,0.0,3.0,6.0,3.0,0.0,6.0,6.0
2023-12-01,8082.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,1.0,7.0,10.0,4.0,6.0,1.0,12.0,4.0,6.0,1.0,11.0,13.0,369031.0,38011.0,33.0,13.0,18.0,24.0,8.0,15.0,1.0,0.0,6.0,3.0,4.0,2.0,-5.0,11.0,4.0,2.0,-5.0,10.0
2024-01-01,8893.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,0.0,5.0,7.0,1.0,3.0,5.0,10.0,1.0,7.0,7.0,15.0,15.0,100350.0,21618.0,60.0,15.0,13.0,18.0,24.0,26.0,1.0,-1.0,5.0,2.0,1.0,2.0,2.0,5.0,1.0,6.0,0.0,8.0
2024-02-01,10072.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,2.0,1.0,20.0,24.0,3.0,4.0,1.0,23.0,4.0,8.0,7.0,19.0,26.0,680628.0,193137.0,57.0,26.0,15.0,13.0,18.0,23.0,2.0,-1.0,19.0,4.0,3.0,1.0,-3.0,22.0,4.0,4.0,-1.0,12.0
2024-03-01,10194.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,1.0,9.0,15.0,3.0,1.0,1.0,14.0,3.0,2.0,1.0,6.0,23.0,572838.0,112688.0,24.0,92.0,26.0,15.0,13.0,14.0,1.0,0.0,8.0,6.0,3.0,-2.0,0.0,13.0,3.0,-1.0,-1.0,5.0
2024-04-01,11205.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,0.0,5.0,2.0,8.0,2.0,4.0,8.0,15.0,4.0,4.0,12.0,20.0,14.0,1131844.0,324054.0,0.0,112.0,23.0,26.0,15.0,13.0,0.0,5.0,-3.0,6.0,2.0,2.0,4.0,7.0,4.0,0.0,8.0,8.0
2024-05-01,12551.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,1.0,6.0,11.0,2.0,6.0,2.0,11.0,3.0,9.0,4.0,16.0,13.0,22685.0,3805.0,64.0,91.0,14.0,23.0,26.0,27.0,1.0,0.0,5.0,5.0,2.0,4.0,-4.0,9.0,3.0,6.0,-5.0,12.0
2024-06-01,13466.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,2.0,2.0,20.0,26.0,0.0,0.0,6.0,12.0,1.0,0.0,6.0,7.0,27.0,1997676.0,532530.0,14.0,0.0,13.0,14.0,23.0,15.0,2.0,0.0,18.0,6.0,0.0,0.0,6.0,6.0,1.0,-1.0,6.0,1.0
2024-07-01,13866.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,1.0,3.0,2.0,9.0,4.0,3.0,5.0,13.0,5.0,7.0,11.0,23.0,15.0,76845.0,22307.0,69.0,45.0,27.0,13.0,14.0,35.0,1.0,2.0,-1.0,7.0,4.0,-1.0,2.0,8.0,5.0,2.0,4.0,12.0
2024-08-01,14411.0,890e8652,40.0,2020-01-01 00:00:00,4/1/2022,2.0,4.0,15.0,26.0,0.0,3.0,7.0,21.0,2.0,4.0,8.0,14.0,35.0,2820125.0,602194.0,14.0,175.0,15.0,27.0,13.0,0.0,2.0,2.0,11.0,11.0,0.0,3.0,4.0,14.0,2.0,2.0,4.0,6.0
2023-01-01,146.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,0.0,1.0,4.0,6.0,2.0,3.0,3.0,9.0,2.0,6.0,8.0,16.0,9.0,376128.0,68596.0,32.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,6.0,2.0,4.0,2.0,8.0
2023-02-01,1124.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,6.0,12.0,22.0,1.0,0.0,3.0,5.0,2.0,2.0,4.0,8.0,0.0,0.0,184292.0,24.0,60.0,9.0,0.0,0.0,28.0,1.0,5.0,6.0,10.0,1.0,-1.0,3.0,2.0,2.0,0.0,2.0,4.0
2023-03-01,1921.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,2.0,0.0,13.0,19.0,1.0,5.0,0.0,8.0,2.0,7.0,5.0,14.0,28.0,1193920.0,349632.0,56.0,84.0,0.0,9.0,0.0,18.0,2.0,-2.0,13.0,6.0,1.0,4.0,-5.0,8.0,2.0,5.0,-2.0,9.0
2023-04-01,2121.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,3.0,1.0,11.0,17.0,4.0,1.0,5.0,15.0,5.0,1.0,5.0,11.0,18.0,817488.0,120145.0,22.0,36.0,28.0,0.0,9.0,24.0,3.0,-2.0,10.0,6.0,4.0,-3.0,4.0,10.0,5.0,-4.0,4.0,6.0
2023-05-01,3236.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,6.0,7.0,16.0,0.0,5.0,7.0,13.0,1.0,6.0,11.0,18.0,24.0,745104.0,180279.0,0.0,168.0,18.0,28.0,0.0,23.0,1.0,5.0,1.0,9.0,0.0,5.0,2.0,6.0,1.0,5.0,5.0,7.0
2023-06-01,3368.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,2.0,2.0,14.0,22.0,1.0,6.0,9.0,21.0,2.0,10.0,9.0,21.0,23.0,1252488.0,158933.0,42.0,184.0,24.0,18.0,28.0,22.0,2.0,0.0,12.0,8.0,1.0,5.0,3.0,12.0,2.0,8.0,-1.0,12.0
2023-07-01,4732.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,6.0,1.0,13.0,0.0,6.0,4.0,11.0,1.0,6.0,8.0,15.0,22.0,105732.0,10936.0,60.0,88.0,23.0,24.0,18.0,36.0,1.0,5.0,-5.0,12.0,0.0,6.0,-2.0,7.0,1.0,5.0,2.0,7.0
2023-08-01,5236.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,3.0,4.0,20.0,31.0,0.0,1.0,8.0,15.0,1.0,5.0,10.0,16.0,36.0,1794204.0,331024.0,48.0,252.0,22.0,23.0,24.0,25.0,3.0,1.0,16.0,11.0,0.0,1.0,7.0,7.0,1.0,4.0,5.0,6.0
2023-09-01,6003.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,3.0,4.0,7.0,16.0,4.0,3.0,7.0,15.0,6.0,3.0,7.0,16.0,25.0,147900.0,34402.0,32.0,75.0,36.0,22.0,23.0,33.0,3.0,1.0,3.0,9.0,4.0,-1.0,4.0,8.0,6.0,-3.0,4.0,9.0
2023-10-01,6266.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,2.0,19.0,26.0,1.0,0.0,8.0,11.0,1.0,4.0,9.0,14.0,33.0,973632.0,173587.0,56.0,132.0,25.0,36.0,22.0,22.0,1.0,1.0,17.0,7.0,1.0,-1.0,8.0,3.0,1.0,3.0,5.0,5.0
2023-11-01,7339.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,3.0,3.0,7.0,18.0,4.0,6.0,4.0,17.0,4.0,8.0,4.0,16.0,22.0,132198.0,19331.0,0.0,132.0,33.0,25.0,36.0,15.0,3.0,0.0,4.0,11.0,4.0,2.0,-2.0,13.0,4.0,4.0,-4.0,12.0
2023-12-01,7871.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,0.0,1.0,4.0,8.0,1.0,2.0,1.0,5.0,3.0,3.0,6.0,12.0,15.0,538935.0,75479.0,48.0,30.0,22.0,33.0,25.0,29.0,0.0,1.0,3.0,4.0,1.0,1.0,-1.0,4.0,3.0,0.0,3.0,6.0
2024-01-01,8747.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,2.0,17.0,24.0,3.0,4.0,6.0,14.0,5.0,5.0,8.0,18.0,29.0,1651057.0,490344.0,0.0,261.0,15.0,22.0,33.0,25.0,1.0,1.0,15.0,7.0,3.0,1.0,2.0,8.0,5.0,0.0,3.0,10.0
2024-02-01,9651.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,2.0,0.0,17.0,23.0,1.0,2.0,6.0,18.0,2.0,2.0,9.0,13.0,25.0,709625.0,208920.0,52.0,25.0,29.0,15.0,22.0,24.0,2.0,-2.0,17.0,6.0,1.0,1.0,4.0,12.0,2.0,0.0,7.0,4.0
2024-03-01,10670.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,2.0,1.0,16.0,20.0,0.0,3.0,5.0,12.0,2.0,4.0,11.0,17.0,24.0,369552.0,105606.0,17.0,72.0,25.0,29.0,15.0,24.0,2.0,-1.0,15.0,4.0,0.0,3.0,2.0,7.0,2.0,2.0,7.0,6.0
2024-04-01,11448.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,0.0,1.0,10.0,16.0,4.0,3.0,1.0,15.0,5.0,3.0,4.0,12.0,24.0,539928.0,121420.0,12.0,24.0,24.0,25.0,29.0,18.0,0.0,1.0,9.0,6.0,4.0,-1.0,-2.0,14.0,5.0,-2.0,1.0,8.0
2024-05-01,12180.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,3.0,9.0,14.0,4.0,5.0,4.0,14.0,4.0,9.0,4.0,17.0,18.0,912330.0,98654.0,34.0,162.0,24.0,24.0,25.0,21.0,1.0,2.0,6.0,5.0,4.0,1.0,-1.0,10.0,4.0,5.0,-5.0,13.0
2024-06-01,13160.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,2.0,5.0,2.0,13.0,2.0,1.0,9.0,13.0,3.0,5.0,12.0,20.0,21.0,1748523.0,252867.0,40.0,147.0,18.0,24.0,24.0,10.0,2.0,3.0,-3.0,11.0,2.0,-1.0,8.0,4.0,3.0,2.0,7.0,8.0
2024-07-01,14310.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,2.0,4.0,8.0,3.0,3.0,9.0,16.0,4.0,5.0,11.0,20.0,10.0,534090.0,139521.0,60.0,20.0,21.0,18.0,24.0,12.0,1.0,1.0,2.0,4.0,3.0,0.0,6.0,7.0,4.0,1.0,6.0,9.0
2024-08-01,14528.0,89633f45,50.0,2022-08-01 00:00:00,4/1/2024,1.0,0.0,0.0,3.0,2.0,4.0,4.0,11.0,3.0,7.0,6.0,16.0,12.0,1168116.0,190054.0,16.0,12.0,10.0,21.0,18.0,0.0,1.0,-1.0,0.0,3.0,2.0,2.0,0.0,7.0,3.0,4.0,-1.0,10.0
2023-01-01,576.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,6.0,9.0,16.0,2.0,3.0,5.0,14.0,3.0,4.0,9.0,16.0,24.0,1150992.0,163637.0,48.0,120.0,0.0,0.0,0.0,14.0,0.0,6.0,3.0,7.0,2.0,1.0,2.0,9.0,3.0,1.0,5.0,7.0
2023-02-01,800.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,2.0,6.0,3.0,12.0,4.0,0.0,5.0,11.0,4.0,4.0,7.0,15.0,14.0,289884.0,66038.0,60.0,0.0,24.0,0.0,0.0,10.0,2.0,4.0,-3.0,9.0,4.0,-4.0,5.0,6.0,4.0,0.0,3.0,8.0
2023-03-01,1929.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,2.0,0.0,6.0,1.0,1.0,9.0,12.0,1.0,3.0,12.0,16.0,10.0,692090.0,138652.0,64.0,10.0,14.0,24.0,0.0,28.0,3.0,-1.0,-2.0,6.0,1.0,0.0,8.0,3.0,1.0,2.0,9.0,4.0
2023-04-01,2565.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,4.0,7.0,19.0,0.0,5.0,1.0,11.0,0.0,8.0,1.0,9.0,28.0,1400000.0,339607.0,27.0,252.0,10.0,14.0,24.0,18.0,3.0,1.0,3.0,12.0,0.0,5.0,-4.0,10.0,0.0,8.0,-7.0,8.0
2023-05-01,3087.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,0.0,9.0,16.0,4.0,0.0,1.0,13.0,6.0,3.0,5.0,14.0,18.0,59598.0,10882.0,0.0,126.0,28.0,10.0,14.0,21.0,3.0,-3.0,9.0,7.0,4.0,-4.0,1.0,12.0,6.0,-3.0,2.0,9.0
2023-06-01,3714.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,2.0,9.0,12.0,3.0,4.0,8.0,16.0,3.0,5.0,9.0,17.0,21.0,1176525.0,127167.0,51.0,0.0,18.0,28.0,10.0,19.0,0.0,2.0,7.0,3.0,3.0,1.0,4.0,8.0,3.0,2.0,4.0,8.0
2023-07-01,4511.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,0.0,15.0,18.0,3.0,0.0,9.0,13.0,3.0,1.0,12.0,16.0,19.0,1271480.0,154530.0,48.0,152.0,21.0,18.0,28.0,29.0,0.0,0.0,15.0,3.0,3.0,-3.0,9.0,4.0,3.0,-2.0,11.0,4.0
2023-08-01,5258.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,2.0,5.0,9.0,20.0,0.0,4.0,2.0,18.0,2.0,7.0,7.0,16.0,29.0,2444439.0,357258.0,64.0,232.0,19.0,21.0,18.0,30.0,2.0,3.0,4.0,11.0,0.0,4.0,-2.0,16.0,2.0,5.0,0.0,9.0
2023-09-01,5623.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,2.0,3.0,18.0,24.0,0.0,4.0,9.0,21.0,2.0,7.0,15.0,24.0,30.0,1370400.0,211072.0,0.0,90.0,29.0,19.0,21.0,24.0,2.0,1.0,15.0,6.0,0.0,4.0,5.0,12.0,2.0,5.0,8.0,9.0
2023-10-01,6390.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,0.0,20.0,22.0,4.0,5.0,5.0,20.0,6.0,8.0,11.0,25.0,24.0,2257176.0,397853.0,100.0,96.0,30.0,29.0,19.0,15.0,0.0,0.0,20.0,2.0,4.0,1.0,0.0,15.0,6.0,2.0,3.0,14.0
2023-11-01,7226.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,4.0,1.0,13.0,3.0,6.0,4.0,14.0,3.0,10.0,4.0,17.0,15.0,452070.0,119012.0,0.0,30.0,24.0,30.0,29.0,15.0,3.0,1.0,-3.0,12.0,3.0,3.0,-2.0,10.0,3.0,7.0,-6.0,13.0
2023-12-01,8062.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,5.0,4.0,14.0,3.0,6.0,7.0,17.0,4.0,7.0,10.0,21.0,15.0,1053780.0,155841.0,0.0,60.0,15.0,24.0,30.0,27.0,0.0,5.0,-1.0,10.0,3.0,3.0,1.0,10.0,4.0,3.0,3.0,11.0
2024-01-01,8829.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,1.0,15.0,23.0,0.0,3.0,8.0,19.0,1.0,6.0,14.0,21.0,27.0,1984203.0,317455.0,42.0,81.0,15.0,15.0,24.0,33.0,3.0,-2.0,14.0,8.0,0.0,3.0,5.0,11.0,1.0,5.0,8.0,7.0
2024-02-01,10061.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,1.0,19.0,28.0,2.0,5.0,7.0,23.0,4.0,7.0,9.0,20.0,33.0,315777.0,50625.0,80.0,231.0,27.0,15.0,15.0,21.0,3.0,-2.0,18.0,9.0,2.0,3.0,2.0,16.0,4.0,3.0,2.0,11.0
2024-03-01,10740.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,5.0,2.0,12.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,6.0,21.0,1845081.0,284942.0,12.0,105.0,33.0,27.0,15.0,16.0,0.0,5.0,-3.0,10.0,0.0,0.0,0.0,8.0,1.0,-1.0,5.0,1.0
2024-04-01,11018.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,3.0,0.0,9.0,14.0,3.0,5.0,1.0,12.0,4.0,9.0,5.0,18.0,16.0,847040.0,162239.0,54.0,32.0,21.0,33.0,27.0,36.0,3.0,-3.0,9.0,5.0,3.0,2.0,-4.0,11.0,4.0,5.0,-4.0,13.0
2024-05-01,12599.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,2.0,3.0,17.0,27.0,1.0,1.0,0.0,26.0,3.0,1.0,2.0,6.0,36.0,1151172.0,225523.0,12.0,252.0,16.0,21.0,33.0,18.0,2.0,1.0,14.0,10.0,1.0,0.0,-1.0,26.0,3.0,-2.0,1.0,4.0
2024-06-01,12956.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,1.0,6.0,0.0,10.0,1.0,6.0,9.0,17.0,2.0,8.0,10.0,20.0,18.0,1090656.0,288562.0,80.0,162.0,36.0,16.0,21.0,17.0,1.0,5.0,-6.0,10.0,1.0,5.0,3.0,8.0,2.0,6.0,2.0,10.0
2024-07-01,13903.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,1.0,8.0,13.0,1.0,1.0,7.0,11.0,3.0,4.0,8.0,15.0,17.0,1368755.0,286418.0,15.0,34.0,18.0,36.0,16.0,0.0,0.0,1.0,7.0,5.0,1.0,0.0,6.0,4.0,3.0,1.0,4.0,7.0
2024-08-01,14662.0,89a8cb39,42.0,2019-06-01 00:00:00,2/1/2024,0.0,2.0,9.0,14.0,3.0,6.0,4.0,14.0,5.0,9.0,5.0,19.0,0.0,0.0,228693.0,0.0,138.0,17.0,18.0,36.0,0.0,0.0,2.0,7.0,5.0,3.0,3.0,-2.0,10.0,5.0,4.0,-4.0,14.0
2023-01-01,452.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,2.0,4.0,7.0,15.0,2.0,1.0,3.0,8.0,3.0,1.0,6.0,10.0,22.0,1804330.0,358659.0,20.0,110.0,0.0,0.0,0.0,12.0,2.0,2.0,3.0,8.0,2.0,-1.0,2.0,5.0,3.0,-2.0,5.0,4.0
2023-02-01,855.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,1.0,1.0,2.0,8.0,3.0,4.0,5.0,13.0,5.0,5.0,8.0,18.0,12.0,483684.0,104798.0,36.0,48.0,22.0,0.0,0.0,28.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,8.0,5.0,0.0,3.0,10.0
2023-03-01,1395.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,1.0,4.0,15.0,23.0,3.0,2.0,6.0,14.0,4.0,5.0,7.0,16.0,28.0,847280.0,175784.0,48.0,168.0,12.0,22.0,0.0,28.0,1.0,3.0,11.0,8.0,3.0,-1.0,4.0,8.0,4.0,1.0,2.0,9.0
2023-04-01,2294.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,0.0,1.0,18.0,21.0,3.0,5.0,7.0,18.0,5.0,5.0,12.0,22.0,28.0,2071692.0,369864.0,0.0,28.0,28.0,12.0,22.0,25.0,0.0,1.0,17.0,3.0,3.0,2.0,2.0,11.0,5.0,0.0,7.0,10.0
2023-05-01,2786.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,2.0,1.0,15.0,22.0,3.0,1.0,4.0,16.0,4.0,5.0,10.0,19.0,25.0,1279350.0,242750.0,19.0,150.0,28.0,28.0,12.0,14.0,2.0,-1.0,14.0,7.0,3.0,-2.0,3.0,12.0,4.0,1.0,5.0,9.0
2023-06-01,3788.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,2.0,0.0,4.0,7.0,0.0,4.0,3.0,8.0,2.0,4.0,6.0,12.0,14.0,1244558.0,296450.0,48.0,28.0,25.0,28.0,28.0,32.0,2.0,-2.0,4.0,3.0,0.0,4.0,-1.0,5.0,2.0,2.0,2.0,6.0
2023-07-01,4748.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,2.0,6.0,16.0,27.0,1.0,6.0,1.0,25.0,3.0,7.0,1.0,11.0,32.0,252480.0,66925.0,33.0,256.0,14.0,25.0,28.0,22.0,2.0,4.0,10.0,11.0,1.0,5.0,-5.0,24.0,3.0,4.0,-6.0,10.0
2023-08-01,4825.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,0.0,1.0,10.0,13.0,4.0,0.0,0.0,8.0,4.0,3.0,1.0,8.0,22.0,1501654.0,176391.0,24.0,176.0,32.0,14.0,25.0,24.0,0.0,1.0,9.0,3.0,4.0,-4.0,0.0,8.0,4.0,-1.0,-2.0,7.0
2023-09-01,6058.0,89cb3dd5,23.0,2021-05-01 00:00:00,6/1/2023,3.0,5.0,11.0,23.0,3.0,5.0,0.0,16.0,5.0,6.0,4.0,15.0,24.0,1175304.0,186417.0,45.0,144.0,22.0,32.0,14.0,11.0,3.0,2.0,6.0,12.0,3.0,2.0,-5.0,16.0,5.0,1.0,-2.0,11.0
